id,stock_code,stock_name,close,change_rate,change_amount,volume,amount,amplitude,high,low,open,pre_close,volume_ratio,turnover,pe_dynamic,pb
5471,000677,ST海龙,2.15,-4.87%,-0.11,3.19万,686.86万,0.00%,2.15,2.15,2.15,2.26,0.08,0.37%,92.44,3.62
5472,003023,彩虹集团,30.20,-4.88%,-1.55,10.69万,3.18亿,6.30%,31.00,29.00,30.69,31.75,2.53,10.17%,41.66,2.00
5473,002514,*ST宝馨,4.28,-4.89%,-0.22,64.54万,2.76亿,2.00%,4.37,4.28,4.28,4.50,1.83,11.65%,-61.38,-58.37
5474,603407,长裕集团,63.23,-4.90%,-3.26,7.93万,5.06亿,5.96%,66.66,62.70,65.30,66.49,0.65,22.08%,115.62,12.51
5475,002620,*ST瑞和,8.01,-4.98%,-0.42,20.15万,1.61亿,0.83%,8.08,8.01,8.01,8.43,2.11,6.37%,-34.49,-41.03
5476,605336,*ST帅电,16.39,-4.99%,-0.86,5.18万,8561.90万,4.99%,17.25,16.39,16.99,17.25,1.15,2.82%,-104.36,1.67
5477,000609,*ST中迪,14.08,-4.99%,-0.74,10.26万,1.45亿,2.36%,14.43,14.08,14.35,14.82,0.56,3.53%,-24.34,-13.25
5478,002082,ST万邦,14.63,-5.00%,-0.77,13.76万,2.03亿,3.38%,15.15,14.63,14.71,15.40,0.66,2.42%,21.73,3.43
5479,000669,ST金鸿,4.17,-5.01%,-0.22,23.36万,9865.66万,4.33%,4.36,4.17,4.26,4.39,4.40,3.43%,1049.79,46.66
5480,600759,ST洲际,2.65,-5.02%,-0.14,44.95万,1.19亿,0.00%,2.65,2.65,2.65,2.79,0.21,1.08%,24.80,1.21
5481,002856,*ST美芝,18.15,-5.02%,-0.96,9.79万,1.78亿,3.35%,18.79,18.15,18.36,19.11,0.72,7.90%,-246.96,-48.26
5482,688180,君实生物-U,37.13,-5.04%,-1.97,20.95万,7.87亿,7.16%,39.51,36.71,39.31,39.10,1.47,2.73%,-463.44,6.47
5483,600243,*ST海华,3.75,-5.06%,-0.20,15.59万,5969.34万,5.32%,3.96,3.75,3.96,3.95,1.41,3.55%,-56.79,2.98
5484,600370,*ST三房,1.31,-5.07%,-0.07,179.94万,2.37亿,3.62%,1.36,1.31,1.31,1.38,3.84,4.47%,40.24,1.07
5485,600180,*ST瑞茂,1.49,-5.10%,-0.08,1.98万,294.47万,0.00%,1.49,1.49,1.49,1.57,0.15,0.18%,-1.34,0.38
5486,603538,美诺华,50.44,-5.10%,-2.71,37.42万,19.00亿,7.51%,53.49,49.50,52.44,53.15,1.04,15.69%,98.25,4.40
5487,000010,*ST美丽,2.23,-5.11%,-0.12,39.90万,8947.67万,3.83%,2.32,2.23,2.24,2.35,1.01,4.60%,23.68,8.71
5488,920799,艾融软件,31.93,-5.14%,-1.73,4.98万,1.61亿,5.64%,33.63,31.73,33.31,33.66,2.24,4.15%,416.73,15.92
5489,605288,凯迪股份,107.76,-5.18%,-5.89,3.53万,3.86亿,8.04%,114.29,105.15,108.80,113.65,1.20,5.03%,-221.62,3.40
5490,688192,迪哲医药-U,54.56,-5.21%,-3.00,5.60万,3.09亿,7.24%,57.97,53.80,57.66,57.56,1.18,1.21%,-66.40,20.47
5491,920706,铁拓机械,20.88,-5.22%,-1.15,2.78万,5898.46万,7.85%,22.48,20.75,22.25,22.03,1.65,5.82%,70.31,3.27
5492,000078,ST海王,1.63,-5.23%,-0.09,46.48万,7580.32万,1.16%,1.65,1.63,1.63,1.72,0.56,1.77%,73.98,3.45
5493,002796,世嘉科技,49.82,-5.25%,-2.76,20.05万,10.08亿,6.83%,53.00,49.41,52.00,52.58,1.00,8.81%,-133.80,14.92
5494,002755,奥赛康,16.65,-5.40%,-0.95,35.31万,5.91亿,8.35%,17.77,16.30,17.41,17.60,1.44,3.80%,45.74,4.68
5495,002717,*ST岭南,1.05,-5.41%,-0.06,14.75万,1548.40万,0.00%,1.05,1.05,1.05,1.11,0.23,0.86%,-3.58,-1.29
5496,603992,松霖科技,29.72,-5.41%,-1.70,8.23万,2.45亿,9.77%,31.87,28.80,31.42,31.42,2.15,1.86%,34.50,3.59
5497,688197,首药控股-U,40.35,-5.44%,-2.32,2.51万,1.02亿,10.64%,43.77,39.23,42.67,42.67,1.45,3.92%,-99.41,9.02
5498,600032,浙江新能,10.32,-5.75%,-0.63,84.93万,8.85亿,5.21%,10.66,10.09,10.55,10.95,0.88,3.53%,218.47,1.93
5499,300916,朗特智能,36.74,-5.79%,-2.26,6.33万,2.35亿,6.67%,39.10,36.50,39.10,39.00,1.59,6.77%,1109.50,3.88
5500,688648,中邮科技,46.48,-5.83%,-2.88,6.65万,3.06亿,7.62%,48.58,44.82,48.48,49.36,2.10,9.56%,-52.02,2.93
5501,688271,联影医疗,116.01,-5.91%,-7.29,21.69万,25.37亿,5.19%,122.00,115.60,120.00,123.30,1.82,2.63%,59.93,4.35
5502,688496,*ST清越,1.41,-6.00%,-0.09,17.85万,2568.29万,6.67%,1.50,1.40,1.41,1.50,0.59,7.50%,-4.89,0.71
5503,600758,辽宁能源,4.66,-6.05%,-0.30,152.14万,7.13亿,4.44%,4.84,4.62,4.69,4.96,0.81,11.52%,-13.32,1.15
5504,300585,奥联电子,20.79,-6.10%,-1.35,14.54万,3.06亿,8.27%,22.44,20.61,22.36,22.14,1.52,8.50%,-156.77,5.61
5505,603206,嘉环科技,19.04,-6.11%,-1.24,27.93万,5.26亿,5.62%,19.39,18.25,19.24,20.28,1.15,9.15%,100.07,2.55
5506,688068,热景生物,84.50,-6.27%,-5.65,2.28万,1.94亿,8.45%,91.00,83.38,89.68,90.15,0.77,2.46%,-28.79,3.22
5507,300269,联建光电,5.81,-6.29%,-0.39,58.24万,3.38亿,8.87%,6.14,5.59,6.09,6.20,1.81,11.08%,-46.27,38.40
5508,603216,梦天家居,26.11,-6.45%,-1.80,13.27万,3.46亿,11.68%,28.39,25.13,28.20,27.91,1.98,5.96%,171.85,3.22
5509,601155,新城控股,12.83,-6.62%,-0.91,42.12万,5.64亿,10.99%,14.01,12.50,13.85,13.74,1.81,1.87%,23.22,0.47
5510,600769,祥龙电业,17.60,-6.88%,-1.30,59.43万,10.39亿,7.46%,18.42,17.01,17.01,18.90,2.70,15.85%,347.31,52.07
5511,300347,泰格医药,42.32,-6.93%,-3.15,31.41万,13.50亿,9.59%,45.97,41.61,45.64,45.47,2.38,5.54%,185.75,1.74
5512,002208,合肥城建,21.67,-6.96%,-1.62,173.81万,38.32亿,11.25%,23.65,21.03,22.44,23.29,1.29,21.64%,-174.81,2.94
5513,301110,青木科技,61.86,-6.96%,-4.63,8.24万,5.22亿,8.83%,67.17,61.30,66.91,66.49,1.53,12.61%,33.98,3.71
5514,603324,盛剑科技,30.49,-7.33%,-2.41,20.07万,6.22亿,11.03%,33.70,30.07,33.59,32.90,2.76,13.59%,-43.10,2.76
5515,001365,C天海,58.70,-8.27%,-5.29,23.33万,14.02亿,7.13%,63.24,58.68,62.00,63.99,0.76,40.57%,65.90,4.23
5516,600604,市北高新,5.29,-8.64%,-0.50,116.16万,6.15亿,5.01%,5.50,5.21,5.22,5.79,2.69,8.25%,-32.40,1.65
5517,301139,*ST元道,6.08,-8.71%,-0.58,32.51万,2.09亿,14.71%,6.90,5.92,5.95,6.66,2.03,42.69%,234.68,0.38
5518,000995,皇台酒业,13.03,-9.45%,-1.36,26.74万,3.57亿,8.83%,14.29,13.02,14.29,14.39,1.00,15.07%,-119.85,13.98
5519,001393,维通利,83.07,-9.58%,-8.80,18.22万,15.42亿,8.71%,90.68,82.68,90.00,91.87,0.73,37.93%,105.35,5.73
5520,000813,德展健康,3.44,-9.71%,-0.37,109.49万,3.79亿,6.82%,3.69,3.43,3.62,3.81,1.23,5.22%,-52.39,1.57
5521,002888,惠威科技,23.17,-9.98%,-2.57,3.54万,8378.39万,9.01%,25.49,23.17,25.49,25.74,0.22,4.72%,-371.56,8.99
5522,603779,威龙股份,13.07,-9.99%,-1.45,84.71万,11.14亿,4.27%,13.69,13.07,13.07,14.52,2.62,25.51%,-144.69,8.86
5523,002940,昂利康,41.09,-9.99%,-4.56,16.85万,6.98亿,5.50%,43.60,41.09,42.50,45.65,0.54,9.10%,117.38,5.04
5524,001259,利仁科技,79.20,-10.00%,-8.80,2.41万,1.91亿,12.27%,90.00,79.20,79.20,88.00,0.49,5.07%,277.33,8.02
5525,002629,仁智股份,6.20,-10.01%,-0.69,49.15万,3.06亿,4.93%,6.54,6.20,6.45,6.89,0.92,13.57%,-166.44,41.89
5526,920096,嘉晨智能,77.00,-11.13%,-9.64,6.79万,5.34亿,14.02%,87.07,74.92,86.94,86.64,0.61,41.91%,74.59,8.05
5527,920001,纬达光电,17.34,-12.11%,-2.39,19.01万,3.28亿,12.11%,18.81,16.42,17.65,19.73,2.60,21.43%,-120.60,3.76
